Protein name,UniProt ID,Protein abbreviation,Super pathway,Sub pathway,Metabolite,HMDB,KEGG,Beta m1,SE m1,Nominal p-value m1,Beta m2,SE m2,Nominal p-value m2
Growth-regulated alpha protein,P09341,CXCL1,Nucleotide,"Purine Metabolism, Adenine containing",N6-succinyladenosine,HMDB0000912,Not available,0.0174,0.0484,0.719370325563126,0.0047,0.0513,0.926653130333307
Growth-regulated alpha protein,P09341,CXCL1,Nucleotide,"Purine Metabolism, Guanine containing",7-methylguanine,HMDB0000897,C02242,0.0493,0.0446,0.269030421330258,0.0429,0.048,0.37119032556134
Growth-regulated alpha protein,P09341,CXCL1,Nucleotide,"Purine Metabolism, Guanine containing","N2,N2-dimethylguanosine",HMDB0004824,Not available,0.102,0.0442,0.021102827466928,0.1111,0.0503,0.0271596288134528
Growth-regulated alpha protein,P09341,CXCL1,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",2'-O-methylcytidine,Not available,Not available,0.0503,0.0443,0.255702825059973,0.0474,0.045,0.292551821361005
Growth-regulated alpha protein,P09341,CXCL1,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",3-methylcytidine,HMDB0240577,Not available,0.0321,0.047,0.494361773158785,0.0321,0.0471,0.495399569383498
Growth-regulated alpha protein,P09341,CXCL1,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",cytidine,HMDB0000089,C00475,0.1076,0.0467,0.021362254389399,0.1051,0.0474,0.0266196655883744
Growth-regulated alpha protein,P09341,CXCL1,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",cytosine,HMDB0000630,C00380,0.0045,0.0454,0.921157863661579,0.0039,0.0457,0.932716518964151
Growth-regulated alpha protein,P09341,CXCL1,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",N4-acetylcytidine,HMDB0005923,Not available,0.1096,0.0444,0.0136010964589914,0.108,0.0463,0.0195938768369932
Growth-regulated alpha protein,P09341,CXCL1,Nucleotide,"Pyrimidine Metabolism, Orotate containing",dihydroorotate,HMDB03349,C00337,0.0306,0.0464,0.509357742001293,0.0291,0.0475,0.54079938002685
Growth-regulated alpha protein,P09341,CXCL1,Nucleotide,"Pyrimidine Metabolism, Orotate containing",orotate,HMDB0000226,C00295,0.0748,0.0442,0.0904901615052967,0.0713,0.0447,0.110459347670979
Growth-regulated alpha protein,P09341,CXCL1,Nucleotide,"Pyrimidine Metabolism, Orotate containing",orotidine,HMDB0000788,Not available,0.0927,0.0472,0.0496801400168543,0.092,0.0504,0.0681155303221603
Growth-regulated alpha protein,P09341,CXCL1,Nucleotide,"Pyrimidine Metabolism, Thymine containing",3-aminoisobutyrate,HMDB0002166,C05145,0.0082,0.0444,0.853029114309679,5e-04,0.0455,0.991783524845047
Growth-regulated alpha protein,P09341,CXCL1,Nucleotide,"Pyrimidine Metabolism, Thymine containing","5,6-dihydrothymine",HMDB0000079,C00906,0.0829,0.0448,0.0642572836148454,0.0828,0.0463,0.0739317847633028
Growth-regulated alpha protein,P09341,CXCL1,Nucleotide,"Pyrimidine Metabolism, Uracil containing",2'-deoxyuridine,HMDB0000012,C00526,-0.0316,0.0454,0.486947585949409,-0.0319,0.0455,0.483325304957854
Growth-regulated alpha protein,P09341,CXCL1,Nucleotide,"Pyrimidine Metabolism, Uracil containing",2'-O-methyluridine,Not available,Not available,-0.1211,0.0447,0.00672866891719637,-0.124,0.0448,0.005691340616782
Growth-regulated alpha protein,P09341,CXCL1,Nucleotide,"Pyrimidine Metabolism, Uracil containing",3-(3-amino-3-carboxypropyl)uridine*,Not available,Not available,0.1309,0.0453,0.00384867310769566,0.1473,0.0518,0.00445028101216338
Growth-regulated alpha protein,P09341,CXCL1,Nucleotide,"Pyrimidine Metabolism, Uracil containing",3-ureidopropionate,HMDB0000026,C02642,0.082,0.0453,0.0700224226016015,0.0791,0.0462,0.0865583765707802
Growth-regulated alpha protein,P09341,CXCL1,Nucleotide,"Pyrimidine Metabolism, Uracil containing",5-methyluridine (ribothymidine),HMDB0000884,Not available,0.1111,0.0453,0.0141763795262473,0.1102,0.0468,0.0184712408559982
Growth-regulated alpha protein,P09341,CXCL1,Nucleotide,"Pyrimidine Metabolism, Uracil containing","5,6-dihydrouracil",HMDB0000076,C00429,0.0838,0.0444,0.0595009350029201,0.0824,0.0458,0.0717632063885085
Growth-regulated alpha protein,P09341,CXCL1,Nucleotide,"Pyrimidine Metabolism, Uracil containing","5,6-dihydrouridine",HMDB0000497,Not available,0.1483,0.044,0.000745608444772117,0.1584,0.048,0.000962645228674841
Growth-regulated alpha protein,P09341,CXCL1,Nucleotide,"Pyrimidine Metabolism, Uracil containing",beta-alanine,HMDB0000056,C00099,0.1156,0.0452,0.0104876747241895,0.1262,0.0497,0.0110685821153276
Growth-regulated alpha protein,P09341,CXCL1,Nucleotide,"Pyrimidine Metabolism, Uracil containing",N-acetyl-beta-alanine,HMDB0061880,C01073,-0.0135,0.0452,0.765614853151017,-0.0185,0.0457,0.68478625959058
Growth-regulated alpha protein,P09341,CXCL1,Nucleotide,"Pyrimidine Metabolism, Uracil containing",pseudouridine,HMDB0000767,C02067,0.1427,0.0444,0.00131405653169825,0.1596,0.0502,0.00148862399013439
Growth-regulated alpha protein,P09341,CXCL1,Nucleotide,"Pyrimidine Metabolism, Uracil containing",uracil,HMDB0000300,C00106,0.0461,0.0455,0.311390303341876,0.0461,0.0464,0.320910733888896
Growth-regulated alpha protein,P09341,CXCL1,Nucleotide,"Pyrimidine Metabolism, Uracil containing",uridine,HMDB0000296,C00299,0.0546,0.0447,0.221903542091825,0.0519,0.0449,0.247610485456348
Growth/differentiation factor 15,Q99988,GDF15,Energy,Oxidative Phosphorylation,phosphate,HMDB0001429,C00009,0.0587,0.0458,0.199630451398553,0.0766,0.0461,0.0969378134690779
Growth/differentiation factor 15,Q99988,GDF15,Energy,TCA Cycle,aconitate [cis or trans],"HMDB0000958,HMDB000072","C004174,C02341",0.248,0.0423,4.62483984442486e-09,0.2387,0.0437,4.72209631396936e-08
Growth/differentiation factor 15,Q99988,GDF15,Energy,TCA Cycle,alpha-ketoglutarate,HMDB0000208,C00026,0.1431,0.0436,0.00103838040961146,0.128,0.0446,0.00413429350053729
Growth/differentiation factor 15,Q99988,GDF15,Energy,TCA Cycle,citraconate/glutaconate,"HMDB0000634,HMDB0000620","C02226,C02214",0.0911,0.0435,0.0360508578259573,0.1003,0.0434,0.020927953802049
Growth/differentiation factor 15,Q99988,GDF15,Energy,TCA Cycle,citrate,HMDB0000094,C00158,0.0701,0.0439,0.110587219963147,0.0673,0.0438,0.124216151548981
Growth/differentiation factor 15,Q99988,GDF15,Energy,TCA Cycle,fumarate,HMDB0000134,C00122,0.1301,0.0434,0.00272631362573983,0.1256,0.0433,0.00373257003640015
Growth/differentiation factor 15,Q99988,GDF15,Energy,TCA Cycle,malate,"HMDB0031518,HMDB0000156,HMDB0000744","C00149,C00711,C00497",0.0983,0.0436,0.0240116781061599,0.0967,0.0434,0.0259449900479989
Growth/differentiation factor 15,Q99988,GDF15,Energy,TCA Cycle,succinate,HMDB0000254,C00042,0.1601,0.043,0.000197627329699523,0.1576,0.0429,0.000238342217024012
Growth/differentiation factor 15,Q99988,GDF15,Energy,TCA Cycle,succinylcarnitine (C4-DC),HMDB0061717,Not available,0.169,0.0459,0.000233396573109612,0.1556,0.0466,0.000836992230854428
Growth/differentiation factor 15,Q99988,GDF15,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",allantoin,HMDB0000462,"C02348,C01551,C02350",0.0651,0.0439,0.138661810904293,0.0619,0.0438,0.157800429805488
Growth/differentiation factor 15,Q99988,GDF15,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",hypoxanthine,HMDB0000157,C00262,0.0165,0.0443,0.709609543990452,0.0189,0.0441,0.669232827686195
Growth/differentiation factor 15,Q99988,GDF15,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",inosine,HMDB0000195,C00294,0.0587,0.0447,0.189447348035122,0.0651,0.0446,0.144174018573087
Growth/differentiation factor 15,Q99988,GDF15,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",N1-methylinosine,HMDB0002721,Not available,0.1631,0.0437,0.000187993092852778,0.1481,0.045,0.00100125652467087
Growth/differentiation factor 15,Q99988,GDF15,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",urate,HMDB0000289,C00366,0.2935,0.0521,1.78546015749959e-08,0.2841,0.0549,2.25164691114443e-07
Growth/differentiation factor 15,Q99988,GDF15,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",xanthine,HMDB0000292,C00385,0.1823,0.0439,3.25607393927285e-05,0.1682,0.0452,0.000200899558896683
Growth/differentiation factor 15,Q99988,GDF15,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",xanthosine,HMDB0000299,C01762,0.1254,0.0471,0.00767244726631255,0.119,0.047,0.0113876813074882
Growth/differentiation factor 15,Q99988,GDF15,Nucleotide,"Purine Metabolism, Adenine containing",adenine,HMDB0000034,C00147,0.1644,0.0489,0.000780746138364208,0.1592,0.0488,0.00111586358838633
Growth/differentiation factor 15,Q99988,GDF15,Nucleotide,"Purine Metabolism, Adenine containing","adenosine 3',5'-cyclic monophosphate (cAMP)",HMDB0000058,C00575,0.1313,0.0459,0.00424790606301761,0.1366,0.0458,0.00284873653909368
Growth/differentiation factor 15,Q99988,GDF15,Nucleotide,"Purine Metabolism, Adenine containing",adenosine 5'-monophosphate (AMP),HMDB0000045,C00020,0.05,0.0446,0.262007540788511,0.0557,0.0445,0.210523421687934
Growth/differentiation factor 15,Q99988,GDF15,Nucleotide,"Purine Metabolism, Adenine containing",N1-methyladenosine,HMDB0003331,C02494,0.2061,0.043,1.63541648245946e-06,0.1949,0.0437,8.16284178983828e-06
Growth/differentiation factor 15,Q99988,GDF15,Nucleotide,"Purine Metabolism, Adenine containing",N6-carbamoylthreonyladenosine,HMDB0041623,Not available,0.2833,0.0424,2.450417646571e-11,0.2748,0.0429,1.5564505240206e-10
Growth/differentiation factor 15,Q99988,GDF15,Nucleotide,"Purine Metabolism, Adenine containing",N6-methyladenosine,HMDB0004044,Not available,0.123,0.0444,0.00555337967613401,0.1174,0.0443,0.00803592305844503
Growth/differentiation factor 15,Q99988,GDF15,Nucleotide,"Purine Metabolism, Adenine containing",N6-succinyladenosine,HMDB0000912,Not available,0.2033,0.0466,1.30697063898122e-05,0.21,0.0465,6.20703937470601e-06
Growth/differentiation factor 15,Q99988,GDF15,Nucleotide,"Purine Metabolism, Guanine containing",7-methylguanine,HMDB0000897,C02242,0.2052,0.0433,2.11548285955487e-06,0.1943,0.0438,9.40385147440992e-06
Growth/differentiation factor 15,Q99988,GDF15,Nucleotide,"Purine Metabolism, Guanine containing","N2,N2-dimethylguanosine",HMDB0004824,Not available,0.2321,0.0424,4.49655490619705e-08,0.2216,0.0436,3.79471105205198e-07
Growth/differentiation factor 15,Q99988,GDF15,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",2'-O-methylcytidine,Not available,Not available,0.0542,0.0437,0.214293675855044,0.0634,0.0436,0.146013810777335
Growth/differentiation factor 15,Q99988,GDF15,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",3-methylcytidine,HMDB0240577,Not available,-0.0448,0.0464,0.333996355341388,-0.0452,0.0462,0.327573859415822
Growth/differentiation factor 15,Q99988,GDF15,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",cytidine,HMDB0000089,C00475,-0.0182,0.0464,0.695227313164244,-0.01,0.0464,0.829830816883566
Growth/differentiation factor 15,Q99988,GDF15,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",cytosine,HMDB0000630,C00380,0.079,0.0447,0.0771833121061847,0.0873,0.0446,0.0506273054447142
Growth/differentiation factor 15,Q99988,GDF15,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",N4-acetylcytidine,HMDB0005923,Not available,0.099,0.0439,0.0240934353140752,0.0921,0.0439,0.0357084735111743
Growth/differentiation factor 15,Q99988,GDF15,Nucleotide,"Pyrimidine Metabolism, Orotate containing",dihydroorotate,HMDB03349,C00337,0.0608,0.0458,0.18473691681555,0.044,0.0464,0.343639801698115
Growth/differentiation factor 15,Q99988,GDF15,Nucleotide,"Pyrimidine Metabolism, Orotate containing",orotate,HMDB0000226,C00295,0.1552,0.0431,0.000322588783542965,0.1496,0.0431,0.000517654077315966
Growth/differentiation factor 15,Q99988,GDF15,Nucleotide,"Pyrimidine Metabolism, Orotate containing",orotidine,HMDB0000788,Not available,0.2925,0.0449,7.545963853772e-11,0.2831,0.0456,5.3266724364676e-10
Growth/differentiation factor 15,Q99988,GDF15,Nucleotide,"Pyrimidine Metabolism, Thymine containing",3-aminoisobutyrate,HMDB0002166,C05145,0.0532,0.0438,0.224655841200679,0.0534,0.0437,0.221299404894571
Growth/differentiation factor 15,Q99988,GDF15,Nucleotide,"Pyrimidine Metabolism, Thymine containing","5,6-dihydrothymine",HMDB0000079,C00906,0.0993,0.0438,0.0234152910298984,0.0817,0.0449,0.068471678771737
Growth/differentiation factor 15,Q99988,GDF15,Nucleotide,"Pyrimidine Metabolism, Uracil containing",2'-deoxyuridine,HMDB0000012,C00526,-0.0839,0.0444,0.0591799832646587,-0.0837,0.0443,0.058688724246579
Growth/differentiation factor 15,Q99988,GDF15,Nucleotide,"Pyrimidine Metabolism, Uracil containing",2'-O-methyluridine,Not available,Not available,0.0566,0.0441,0.198842858115044,0.0593,0.0439,0.176755836941382
Growth/differentiation factor 15,Q99988,GDF15,Nucleotide,"Pyrimidine Metabolism, Uracil containing",3-(3-amino-3-carboxypropyl)uridine*,Not available,Not available,0.2954,0.043,6.38289421317e-12,0.2871,0.0434,3.669375914228e-11
Growth/differentiation factor 15,Q99988,GDF15,Nucleotide,"Pyrimidine Metabolism, Uracil containing",3-ureidopropionate,HMDB0000026,C02642,0.1784,0.0441,5.28071339565006e-05,0.1872,0.044,2.1061526571664e-05
Growth/differentiation factor 15,Q99988,GDF15,Nucleotide,"Pyrimidine Metabolism, Uracil containing",5-methyluridine (ribothymidine),HMDB0000884,Not available,0.0269,0.0448,0.548214116156482,0.0404,0.045,0.368614117524196
Growth/differentiation factor 15,Q99988,GDF15,Nucleotide,"Pyrimidine Metabolism, Uracil containing","5,6-dihydrouracil",HMDB0000076,C00429,0.1302,0.0434,0.00269640214599831,0.1164,0.0441,0.00828426975238128
Growth/differentiation factor 15,Q99988,GDF15,Nucleotide,"Pyrimidine Metabolism, Uracil containing","5,6-dihydrouridine",HMDB0000497,Not available,0.2483,0.0423,4.36041491802541e-09,0.2434,0.0423,8.43604497369199e-09
Growth/differentiation factor 15,Q99988,GDF15,Nucleotide,"Pyrimidine Metabolism, Uracil containing",beta-alanine,HMDB0000056,C00099,0.1104,0.0446,0.0133428831896611,0.089,0.0466,0.0564047840813029
Growth/differentiation factor 15,Q99988,GDF15,Nucleotide,"Pyrimidine Metabolism, Uracil containing",N-acetyl-beta-alanine,HMDB0061880,C01073,0.0763,0.0443,0.0845917258820936,0.0734,0.0441,0.096055534207427
Growth/differentiation factor 15,Q99988,GDF15,Nucleotide,"Pyrimidine Metabolism, Uracil containing",pseudouridine,HMDB0000767,C02067,0.2233,0.0428,1.84606195885451e-07,0.226,0.0426,1.14097504111399e-07
Growth/differentiation factor 15,Q99988,GDF15,Nucleotide,"Pyrimidine Metabolism, Uracil containing",uracil,HMDB0000300,C00106,-0.105,0.0457,0.0216256723029817,-0.0939,0.0459,0.040863091133688
Growth/differentiation factor 15,Q99988,GDF15,Nucleotide,"Pyrimidine Metabolism, Uracil containing",uridine,HMDB0000296,C00299,-0.055,0.0449,0.220516705463176,-0.0595,0.0447,0.183681074292378
Growth/differentiation factor 2,Q9UK05,GDF2,Energy,Oxidative Phosphorylation,phosphate,HMDB0001429,C00009,0.1253,0.043,0.00353635046471434,0.0991,0.0429,0.0209126721824529
Growth/differentiation factor 2,Q9UK05,GDF2,Energy,TCA Cycle,aconitate [cis or trans],"HMDB0000958,HMDB000072","C004174,C02341",0.0706,0.0412,0.0867720488025381,0.1216,0.0416,0.00346307415376002
Growth/differentiation factor 2,Q9UK05,GDF2,Energy,TCA Cycle,alpha-ketoglutarate,HMDB0000208,C00026,0.0554,0.0416,0.182883504339675,0.098,0.0417,0.0187358720471786
Growth/differentiation factor 2,Q9UK05,GDF2,Energy,TCA Cycle,citraconate/glutaconate,"HMDB0000634,HMDB0000620","C02226,C02214",0.1554,0.0406,0.000131991899869677,0.1413,0.0402,0.000436403294164833
Growth/differentiation factor 2,Q9UK05,GDF2,Energy,TCA Cycle,citrate,HMDB0000094,C00158,0.0562,0.0415,0.176201706394653,0.0613,0.0408,0.13296516121057
Growth/differentiation factor 2,Q9UK05,GDF2,Energy,TCA Cycle,fumarate,HMDB0000134,C00122,0.0021,0.0414,0.959027024659859,0.0108,0.0407,0.79121467081148
Growth/differentiation factor 2,Q9UK05,GDF2,Energy,TCA Cycle,malate,"HMDB0031518,HMDB0000156,HMDB0000744","C00149,C00711,C00497",0.0111,0.0414,0.788508047527169,0.0141,0.0407,0.728116166038253
Growth/differentiation factor 2,Q9UK05,GDF2,Energy,TCA Cycle,succinate,HMDB0000254,C00042,0.0456,0.0411,0.268194075984013,0.0504,0.0404,0.212599072742426
Growth/differentiation factor 2,Q9UK05,GDF2,Energy,TCA Cycle,succinylcarnitine (C4-DC),HMDB0061717,Not available,-0.0869,0.0438,0.0472994121823014,-0.0557,0.0438,0.203670472885444
Growth/differentiation factor 2,Q9UK05,GDF2,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",allantoin,HMDB0000462,"C02348,C01551,C02350",0.0195,0.0416,0.639266552592136,0.0254,0.0409,0.534530396681777
Growth/differentiation factor 2,Q9UK05,GDF2,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",hypoxanthine,HMDB0000157,C00262,0.0139,0.0418,0.739898425873004,0.0097,0.0411,0.814123329018346
Growth/differentiation factor 2,Q9UK05,GDF2,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",inosine,HMDB0000195,C00294,0.0495,0.0422,0.240737282717638,0.0385,0.0416,0.354631643204316
Growth/differentiation factor 2,Q9UK05,GDF2,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",N1-methylinosine,HMDB0002721,Not available,-0.0641,0.0417,0.124290340792142,-0.0225,0.0424,0.595608880917571
Growth/differentiation factor 2,Q9UK05,GDF2,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",urate,HMDB0000289,C00366,-0.0411,0.0507,0.41774886697284,0.0278,0.0525,0.596293387973079
Growth/differentiation factor 2,Q9UK05,GDF2,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",xanthine,HMDB0000292,C00385,0.0359,0.0421,0.393753990254678,0.0848,0.0426,0.0464242261643482
Growth/differentiation factor 2,Q9UK05,GDF2,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",xanthosine,HMDB0000299,C01762,0,0.0448,0.999882071176048,0.0127,0.0441,0.772999865818044
Growth/differentiation factor 2,Q9UK05,GDF2,Nucleotide,"Purine Metabolism, Adenine containing",adenine,HMDB0000034,C00147,-0.0155,0.0467,0.740260430208899,-0.0054,0.046,0.906900280511144
Growth/differentiation factor 2,Q9UK05,GDF2,Nucleotide,"Purine Metabolism, Adenine containing","adenosine 3',5'-cyclic monophosphate (cAMP)",HMDB0000058,C00575,0.0551,0.0437,0.206914408841743,0.0464,0.043,0.280750748234717
Growth/differentiation factor 2,Q9UK05,GDF2,Nucleotide,"Purine Metabolism, Adenine containing",adenosine 5'-monophosphate (AMP),HMDB0000045,C00020,0.0714,0.0421,0.0894598814972147,0.0617,0.0414,0.136249389595822
Growth/differentiation factor 2,Q9UK05,GDF2,Nucleotide,"Purine Metabolism, Adenine containing",N1-methyladenosine,HMDB0003331,C02494,-0.0312,0.0415,0.452383762122648,7e-04,0.0415,0.985968631139865
Growth/differentiation factor 2,Q9UK05,GDF2,Nucleotide,"Purine Metabolism, Adenine containing",N6-carbamoylthreonyladenosine,HMDB0041623,Not available,-0.0321,0.0418,0.44210145255761,-0.0049,0.0416,0.906615939533085
Growth/differentiation factor 2,Q9UK05,GDF2,Nucleotide,"Purine Metabolism, Adenine containing",N6-methyladenosine,HMDB0004044,Not available,-0.0348,0.0422,0.409995279565905,-0.024,0.0416,0.563875144090794
Growth/differentiation factor 2,Q9UK05,GDF2,Nucleotide,"Purine Metabolism, Adenine containing",N6-succinyladenosine,HMDB0000912,Not available,0.0098,0.0449,0.826394404801198,-0.001,0.0442,0.982708554432191
Growth/differentiation factor 2,Q9UK05,GDF2,Nucleotide,"Purine Metabolism, Guanine containing",7-methylguanine,HMDB0000897,C02242,0.0256,0.0418,0.540578392341996,0.0568,0.0416,0.172280037016987
Growth/differentiation factor 2,Q9UK05,GDF2,Nucleotide,"Purine Metabolism, Guanine containing","N2,N2-dimethylguanosine",HMDB0004824,Not available,-0.0558,0.0412,0.175525013515991,-0.016,0.0417,0.701398104710127
Growth/differentiation factor 2,Q9UK05,GDF2,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",2'-O-methylcytidine,Not available,Not available,-0.0052,0.0413,0.89884756357705,-0.0211,0.0407,0.604855999327044
Growth/differentiation factor 2,Q9UK05,GDF2,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",3-methylcytidine,HMDB0240577,Not available,0.0048,0.0439,0.912800050166446,0.0056,0.0431,0.897442166203152
Growth/differentiation factor 2,Q9UK05,GDF2,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",cytidine,HMDB0000089,C00475,-0.0107,0.0439,0.80763025366148,-0.0258,0.0433,0.551559550231367
